evidence_id,source_md,source_anchor,evidence_quote,source_type,inference_level,brand_layer,source_pack_id
EV-content-template-saturation-anti-pattern,Q2-内容类型种子/通用类.md & 通用类compass.md & 通用类deep-research-report.md,"三份 md 的""主流玩法（已被用烂）""全段","通用类.md：所有词都可替换，几乎任何一条都能套到另一件衣服上；AI 最容易复制的，就是这种""形容词堆叠 + 参数播报""。 通用类compass.md：模板口播+同款BGM+同款剪辑，AI 最容易复刻；AI 工具现在正在放大模板问题。 deep-research-report.md：The overused formats are overused precisely because they're easy to template — and AI makes templating even easier, accelerating homogeneity. The winning move",cross_source_consensus,low,domain_general,KP-training_unit-content-template-saturation-anti-pattern
EV-kuleshov-context-driven-emotion-edit,Q2-内容类型种子/通用类.md & 通用类compass.md & 通用类deep-research-report.md,"三份 md 的""情绪盲测试穿""""同一张脸的三种结局""""情绪的剪辑学（Kuleshov/POV式情绪投射）""""rhythm disruption 错拍""","通用类compass.md：这种做法利用了电影研究里讨论的""剪辑上下文会改变观众对情绪的解读""的现象（Kuleshov effect）。同一张脸在不同情境镜头的夹击下，会被观众读出不同情绪。 通用类compass.md：它用""结构""制造情绪，而不是用""表演""索取共情；更难被AI模板化。 deep-research-report.md：Rhythm disruption (节奏打破): 翻转生对比，对比生反差，反差生情绪能量. The ""错拍"" fashion video: model freezes, hold for 3 full seconds…The disruption breaks ",cross_source_consensus,low,domain_general,KP-training_unit-kuleshov-context-driven-emotion-edit
EV-objection-clearing-over-selling-points,Q2-内容类型种子/通用类.md & 通用类compass.md & 通用类deep-research-report.md,"三份 md 的""只拍犹豫不拍优点""""把详情页第一页写成反对意见清单""""反促销宣言""""反种草测评""""错误先发生再倒回去重来""","通用类.md：把详情页第一页写成反对意见清单：""怕白色太透。""""怕直筒裤坐下卡胯。""""怕针织上身两小时就热。"" 每句下面是一个很小的实拍证据图或 6 秒短动图——不再由品牌定义卖点，而是由用户的担忧来组织页面。服装购买的最大障碍从来不是""用户看不懂审美""，而是""用户怕踩雷""。 通用类compass.md：用""不要买""开头：不适合谁、哪儿会翻车、你可能会后悔什么；最后才给替代买法。它把""信任""放在第一位：先把坏消息说干净。 deep-research-report.md：Reformation uses subject lines like ""DRUNK ON A WEEKNIGHT"" and ",cross_source_consensus,low,domain_general,KP-training_unit-objection-clearing-over-selling-points
EV-relational-witness-over-monologue,Q2-内容类型种子/通用类.md & 通用类compass.md & 通用类deep-research-report.md,"三份 md 的""关系型测评让第二个人来拆穿你""""门店视角的关系短片""""情绪不是悲伤是被关系轻轻扶了一下""""mom's official review""","通用类.md：单人测评容易像自说自话；第二个真实关系人的介入，会把""审美判断""变成""社会判断""。POV: my mom's official review of this haul 这类玩法之所以有效，是因为观众更信""家里人会怎么说""。 通用类.md：今天来店里的人都不露脸，只留下""关系碎片""：一对母女的两只手在同一件外套上停了一下；店员蹲下帮顾客整理裤脚……门店像一个观察者。 通用类.md：情绪不是悲伤，是被关系轻轻扶了一下；妈妈把外套搭到你椅背上、同事把你忘在店里的水杯递过来。",cross_source_consensus,low,domain_general,KP-training_unit-relational-witness-over-monologue
EV-silence-as-pattern-interrupt,Q2-内容类型种子/通用类.md & 通用类compass.md & 通用类deep-research-report.md,"三份 md 的""无口播触感测评""""门店无对白节奏片""""SOP ASMR""""沉默叙事""""白空间海报""",deep-research-report.md：Silence over soundtrack — ambient sound beats emotional music in creating genuine resonance. 85% of social media videos are watched without sound. Silent vloggers see up to 300% growth in views. 通用类compass.md：低语/无语段落+物体声之所以可能成立，是因为营销研究者也注意到 unboxing 里常有几乎不说话、只录开箱声的片段。 通用类.md：,cross_source_consensus,low,domain_general,KP-training_unit-silence-as-pattern-interrupt
EV-tactile-cue-language-online-compensation,Q2-内容类型种子/通用类.md & 通用类compass.md & 通用类deep-research-report.md,"三份 md 的""触感型文案+触觉暗示画面""""感官动词写作""""触感法庭""""sound design as emotional architecture""","通用类.md：研究显示，在线零售里，带有触觉暗示的视觉语言能在一定程度上补偿""摸不到""的缺失，影响购买意愿。([PMC]) 通用类compass.md：Journal of Consumer Research 的研究指出，在带货语境中使用感官语言会提升互动与购买意愿；感官营销综述强调视觉、触觉想象、嗅觉/听觉线索都能影响广告效果与记忆。 deep-research-report.md：Fashion stores have untapped ASMR potential: fabric being unrolled from a bolt, scissors cutting through s",cross_source_consensus,low,domain_general,KP-training_unit-tactile-cue-language-online-compensation
EV-KP-product_attribute-content-type-north-star-behind-scenes,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§A 北极星 + §C1 + §E 红线,"A. 北极星：观众看完心里产生""原来你们也会手忙脚乱、也会临时救火、也会笑场， 但正因为这样我更喜欢你们""的亲近感——""这家公司愿意把不完美给我看""。 compass：从""拍摄花絮""到""治愈系 ASMR 补货日""——幕后即内容，不是正片附属品。 E7：只展示光鲜一面，缺乏真实的运营困难和情感波动。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-behind-scenes
EV-KP-product_attribute-content-type-north-star-daily-fragment,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§A + §C1 + §E + §F,"A. 北极星：观众看完会觉得""原来普通生活不是没内容，是没人会这样看""—— 产生""这就是我的生活""式共鸣，情绪被轻轻托住。 E7：剪映""一键成片""让所有人的碎片看起来一模一样。 F 核心判断：碎片有没有灵魂，全看创作者有没有观察到""微小但有意味""的瞬间—— ""选择逻辑""必须由人决定，否则必然模板化。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-daily-fragment
EV-KP-product_attribute-content-type-north-star-outfit-of-the-day,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§A + §C1 + §D + §E + §F,"A. 北极星：不只是""这套衣服好看""，而是""我明白这套穿搭在表达什么， 我能想象自己穿上以后的状态""——对审美和品牌建立长期记忆。 F 核心判断：OOTD 最核心的""今天为什么这样穿""，只能从真实生活里长出来。 与试点版差异：商业化风险最高——OOTD 是最容易滑向""硬广 / 种草""的 ContentType。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-outfit-of-the-day
EV-KP-product_attribute-content-type-north-star-personal-vlog,Q2-内容类型种子/personal_vlog-交付物-v0.1.md,§A + §B5 + 与 daily_fragment 差异,"A. 北极星：观众看完不是""我知道你今天干了什么""，而是""我陪这个人过了一小段真实生活， 对他产生真实好感与信任，愿意继续跟着他""。 compass_artifact：算法在奖励""有灵魂的内容""而非""有套路的内容""； 观众接收的应该是""你这个人""，不是""通用漂亮""。 daily_fragment 差异点：personal_vlog 有""一天的连续感""，daily_fragment 是""不连续的瞬间集合""。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-personal-vlog
EV-KP-product_attribute-content-type-north-star-role-work-vlog,Q2-内容类型种子/role_work_vlog-交付物-v0.1.md,§A + 与 founder_ip 边界 + §B5,"A. 北极星：观众看完不只是""知道这个岗位在干嘛""，而是对这个岗位产生尊重、 对品牌产生体感信任，甚至开始觉得""原来一件衣服背后站着的是一群有手感和判断的人""。 与 founder_ip 边界：观众记住的是""这个老板真会犹豫、真会扛"" → founder_ip； 观众记住的是""版师/主理人这个岗位到底怎么改版"" → role_work_vlog。 对 role_work_vlog 的含义：观众要接住的是""岗位的智力和手感""，不是""这个人的人格""。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-role-work-vlog
EV-KP-service_judgment-store-daily-three-required-elements,Q2-内容类型种子/store_daily-交付物-v0.1.md,本文件与 batch 1/2 的关键差异 §1 + §3,"硬边界三要素自检（三选二必达）： ① 店铺空间——画面中至少有 50% 时间出现门店可辨识空间； ② 商品道具——服装门店特有物件至少出现 3 次以上； ③ 员工工作节点——至少包含一个真实零售运营动作。 三选二必达 → 归 store_daily ; 只命中一个或零个 → 应归 personal_vlog 或 daily_fragment。 和 founder_ip 的区别：即使老板本人出镜，只要观众记住的是""这家店""而不是""这个老板""，就归 store_daily。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-store-daily-three-required-elements
EV-KP-training_unit-emotion-expression-9-ai-tone-banlist,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§E-α 9 种 AI 腔禁用清单 + §G G1,"使用方式：AI 在生成 emotion_expression 时，先做负面匹配——如果生成结果命中下面任一模式，必须重写而非微调 本清单不是""建议避免""，而是 AI 生成 emotion_expression 时必须执行的硬约束——命中任一项则拒绝生成，要求重构 G1 升共享层（横切 M6 无损并入）：已升级为共享层 §H.1 α-Layer 9 AI-Tone Banned List 跨 CT 负面样板库 / 优先级最高的""一票否决""层 跨 CT 复用清单：humor_content / lifestyle_expression / daily_fragment / personal_vlo",explicit_business_decision,direct_quote,domain_general,KP-training_unit-emotion-expression-9-ai-tone-banlist
EV-KP-training_unit-emotion-expression-truth-3-questions-prepublish,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§双层真实性防御 β + §G G2/G5,"β 层——「真实感三问自检」作为 C2/C3 每张玩法卡的必答项：告诉生产者""做对的要同时满足 3 个锚点""——正面锚定 三问任一答'不' → 这条不应该作为 emotion_expression 发布。可以降级到 humor_content / lifestyle_expression / daily_fragment G2 仅在情绪敏感 CT 使用（不强制扩散）：β 真实感三问自检保留在本 CT 内部 / 不强制扩散到 product_copy_general 与 training_material G5 发布前 (Pre-Publish)：β 真实感三问自检在发布前作为最后一道校验 / ",explicit_business_decision,direct_quote,domain_general,KP-training_unit-emotion-expression-truth-3-questions-prepublish
EV-KP-training_unit-event-documentary-failure-perspective,Q2-内容类型种子/event_documentary-交付物-v0.1.md,§C C3-7 + §D 第 3 条,"不拍展会的光鲜场面，而拍无人问津的展位 / 首日零订单的焦虑 / 布展翻车的瞬间 / 大促备货后卖不动的仓库 真实困难比虚假成功更有共鸣——观众接住的是""这家品牌真的在扛过"" 服装行业是少数""敢展示失败就能赢信任""的行业之一 与 founder_ip C2-2 反向透明、role_work_vlog C3-2 岗位失误博物馆 共同构成""企业叙事类的失败叙事三件套""",explicit_business_decision,direct_quote,domain_general,KP-training_unit-event-documentary-failure-perspective
EV-KP-product_attribute-content-type-north-star-founder-ip,Q2-内容类型种子/founder_ip-交付物-v0.1.md,§A 北极星 + §C1 + §E 红线 + 差异点对比,"A. 北极星：观众看完后心里不是""这老板在卖货""，而是""这个人有判断、有代价、有性格， 我开始相信这家公司是由一个真实的人在做真实的事，我愿意把信任先预支给他、再预支给他的牌子""。 C1 主流玩法在服装行业 founder_ip 场景下危害尤其大——不仅无效，还会反向伤害品牌（定价敏感+精英感警惕）。 笛语平台对 founder_ip 的 C1 档应该强默认禁用，比个人创作类更严格。 E1：把创始人拍成""上帝视角导师""——一开口就是行业大词、人生哲学、品牌使命，没有任何具体物件、具体代价。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-founder-ip
EV-KP-product_attribute-content-type-north-star-knowledge-sharing,Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,§A + §C1 + §E + §D,"A. 北极星：观众看完不只是""我听懂了""，而是""我终于被一个真实懂的人讲明白了， 并且把你归类为可信、讲得清楚、愿意讲真话的人""。 compass：算法在奖励""有灵魂的内容""而非""有套路的内容""；知识分享最核心的区别是有没有""为什么是你来讲""。 B9：知识不是""老师在讲""而是""事故在发言""；知识长在手上（身体掌握 ≠ 嘴上念）。 E1：3 个技巧教会你…… 但没有任何现场证据。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-knowledge-sharing
EV-KP-product_attribute-content-type-north-star-talent-showcase,Q2-内容类型种子/talent_showcase-交付物-v0.1.md,§A + §C1 + §E,"A. 北极星：观众看完不只是""你很厉害""，而是""你的能力有个性、有温度、能留下你这个人""—— 感到能力可信、可持续，并愿意把你当作""值得追随的人""。 compass：从""技术炫耀""到""世界观构建""。 E3：把才艺拍成炫耀，观众只会敬而远之。 E4：只给炫技不给人格——观众很快滑走。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-talent-showcase
EV-KP-product_attribute-content-type-north-star-training-material,Q2-内容类型种子/training_material-交付物-v0.1.md,§A + §⚠️ 兵团向口径 + §C1,"A. 北极星：员工 / 加盟商看完后，不是""觉得讲得不错""，而是""下次真碰到场景时， 脑子里会自动跳出正确动作""——我不困 / 我知道下一班 / 下一单怎么做 / 我能记住关键点 / 我愿意照做。 通用类compass：90% of training content is forgotten within 6 months——培训的真实问题不是 ""员工不认真""，而是""内容本身不可调用""。 §4 兵团向 3 个核心原则：① 看懂 ≠ 会做 ② 先做判断再给答案 ③ 微学习 + 即时资源。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-training-material
EV-KP-styling_rule-behind-scenes-invisible-completion-cost,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C2-2 + §A,"C2-2：比如谁在熨衣服、谁在捡地上的胶带、谁在搬箱子、谁在重新别吊牌、谁在把试衣间弄干净、 谁在拍摄结束后把衣服一件件装回袋子。 因为你把""看不见的完成成本""拍出来了，观众自然会尊重；真正有效的 BTS 往往不是更漂亮， 而是更接近""现实中的完成成本""。 备注：品牌 BTS 内容越来越被当成独立内容线，而非附属品。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-behind-scenes-invisible-completion-cost
EV-KP-styling_rule-old-sample-as-error-archive,Q2-内容类型种子/founder_ip-交付物-v0.1.md,§C3-1 + §B9 + §D,"C3-1 服装行业钩子：⭐⭐⭐⭐ 服装行业独占优势——服装是唯一能做这种玩法的行业， 因为""旧样衣""本身就是人格化错误档案。别的行业没有这种具象的""失败物件""。 备注：打破""老板一定要往前讲、往上讲、往成功讲""的套路——它往后看、往错看、往羞耻感里看。 B9：旧样衣 = 人格化错误档案 / 老板过去版本的尸检报告。 §D 三个未被开发角度 1：""身体化判断的人""——他/她对衣服的下意识动作，本身就是人格内容。 别的行业的 founder 内容很容易停在抽象理念，服装行业却天然拥有可拍的证据链。",explicit_business_decision,direct_quote,domain_general,KP-styling_rule-old-sample-as-error-archive
EV-KP-styling_rule-talent-showcase-micro-skill-hundred-reps,Q2-内容类型种子/talent_showcase-交付物-v0.1.md,§C3-2 + §D 微技能打磨,"C3-2：不只拍成品，而拍""某个小动作越来越准""的过程。你反复系同一条丝巾、反复把衬衫塞进裤腰、 反复把外套披上肩头，前几次都怪，最后一次刚刚好。观众从""哦你会""变成""哦你练过""——接住专业感和耐心。 分镜：第一次歪 / 第二次结太小 / 第三次太松 / 第四五六次连续快切 / 最后一次 slow-motion 收紧 + 字幕""第 17 次""。 打破""才艺=结果""，改成""才艺=控制力""。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-talent-showcase-micro-skill-hundred-reps
EV-KP-training_unit-error-first-then-correct-replay,Q2-内容类型种子/training_material-交付物-v0.1.md,§C3-1,"C3-1：视频一开头先给员工看一个小事故：顾客问""这个会不会显胯"" / 店员立刻回答""不会不会特别显瘦"" / 顾客表情立刻冷掉。画面停住 / 字幕""问题不是你说错 / 是你说太快""。然后倒回去 / 重演第二遍： 店员先问""你平时更在意胯还是腿型"" / 再根据回答推荐。 员工接住的不是""背话术"" / 而是""判断顺序的重要性""——传统培训总想先给正确答案 / 这个玩法先让员工感到错 / 再让正确动作进入记忆。 学习机制：Error-driven learning + Desirable difficulty。",explicit_play_card,direct_quote,domain_general,KP-training_unit-error-first-then-correct-replay
EV-KP-training_unit-event-documentary-long-term-tier-discipline,Q2-内容类型种子/event_documentary-交付物-v0.1.md,实拍可行性基线 + §C C3-6 玩法分级 long_term,"单条内容在 4 小时内，但整场事件可能跨越数日——素材采集阶段允许更长时间，剪辑成品必须收敛到单条 4 小时标准 🏷️ 玩法分级 (v0.2 M3 / J.1)：long_term（长期型）—— 素材采集需 3 天 / 单条成片 ≤ 4 小时 / 进入默认调用池 / 元数据标""长期"" 这是企业叙事类里第 2 次使用""单条合规但素材采集跨天""的策略（第 1 次是 talent_showcase C3-7 的 100 天挑战）——归类为""长期积累型""",explicit_business_decision,direct_quote,domain_general,KP-training_unit-event-documentary-long-term-tier-discipline
EV-KP-training_unit-humor-content-brand-tone-gate-for-puppetry,Q2-内容类型种子/humor_content-交付物-v0.1.md,§C C3-5 🎨 品牌调性提示 + §G G2/G3,"🎨 品牌调性提示 (v0.2 G2 用户裁决补)：适合调性：活泼 / 街头 / 年轻 / 童趣（Activate / Street / Young / Playful）；不适合调性：极简 / 高端定制 / 冷感（Minimal / Haute-Couture / Cold）—— AI 生成时按品牌 Persona 调性自动判断是否调用本卡 G2 B. 保留 + 加品牌调性提示：已在 C3-5 卡片下方追加""🎨 品牌调性提示""行 / AI 生成时按品牌 Persona 自动判断 G3 A. 不做品牌分级：自嘲方向对所有品牌开放 / 不在红线 §E 增加""高端品牌慎用""条款 / 由创作者自担风险",explicit_business_decision,direct_quote,domain_general,KP-training_unit-humor-content-brand-tone-gate-for-puppetry
EV-KP-training_unit-humor-content-clothing-as-persona-switch,Q2-内容类型种子/humor_content-交付物-v0.1.md,§C C3-2 + §D 第 2 条,"镜头固定，你站在门口，只通过加减一件外套、背包、鞋子、眼神和站姿，在 2 秒内切换成三个完全不同的人 没有复杂特效，只要切点够准。笑点来自身份落差，而不是台词 服装在这里不是美化，而是人格开关——服装行业做这种内容天生占优 ""服装作为人格开关""（C3-2）——一件外套切换三种社会身份，服装行业独占优势",explicit_business_decision,direct_quote,domain_general,KP-training_unit-humor-content-clothing-as-persona-switch
EV-KP-training_unit-lifestyle-expression-old-defines-premium,Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,§C C3-5 + §D 第 3 条,"开场是把一件穿了很久的外套摊在桌上：袖口起球、内衬磨亮、口袋边缘有一条自己缝的线 观众接住""高级不是更新，是陪伴""——对服装品牌会转化为""值得信赖的耐用与价值观"" 可自然引出""耐穿 / 可修补 / 售后 / 环保""而不尬——""repair / 旧物故事""叙事方向，降维到手机与个人生活的尺度 这一条和反消费主义 / 长期主义品牌叙事同构，是极少数能直接引出""耐穿 / 可修补""卖点而不尬的玩法 ""以旧为高级""——反消费主义高级感是下一个窗口",explicit_business_decision,direct_quote,domain_general,KP-training_unit-lifestyle-expression-old-defines-premium
EV-KP-training_unit-lifestyle-expression-values-via-rejection,Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,§C C3-1 + §D 第 2 条,"不拍""我怎样生活""，而拍""我今天拒绝了什么""：拒绝在外面多待一会儿提前回家 / 拒绝外卖哪怕只煮一碗面 / 拒绝为了好看硬穿一双不舒服的鞋 观众接住的是边界感、秩序感、自我尊重 打破""生活方式靠购买和拥有来表达""的套路，改成靠选择和舍弃来表达 服装是""价值观筛子""——舒适优先、场合优先、心情优先，各自代表不同生活方式 把衣服当作价值观的行为接口——你怎么叠衣服、怎么修补、怎么在不同场景穿同一件基础款，都是比""口播主张""更可信的生活态度输出",explicit_business_decision,direct_quote,domain_general,KP-training_unit-lifestyle-expression-values-via-rejection
EV-KP-training_unit-process-trace-stop-the-bad-one-builds-trust,Q2-内容类型种子/process_trace-交付物-v0.1.md,§A + §C C3-3 + §C C1-1 反例,"""我愿意相信你没有骗我"" 大多数品牌只愿意拍""合格品""，但真正能建立信任的，是拍那件被拦下来的衣服 认真不是把好的拿出来炫，而是把""不够好的""挡在外面——接住品牌的边界感 最致命的是那句""严格把控""太空——在透明焦虑的行业里，""看似公开、实则空泛""的展示难以说服 打破工艺内容永远只展示""漂亮流程""的套路，用淘汰建立信任",explicit_business_decision,direct_quote,domain_general,KP-training_unit-process-trace-stop-the-bad-one-builds-trust
EV-KP-training_unit-sop-asmr-procedural-memory,Q2-内容类型种子/training_material-交付物-v0.1.md,§C3-4,"C3-4：把""标准动作""拍成无口播的手部操作短片：蒸烫 / 折叠 / 装袋 / 贴标 / 封口。 全程只有环境音与动作声 / 画面只在关键步骤出现 1-2 个字（例如""对齐""""放平""""封口""）。 打破""培训必须讲很多""的惯性 / 改成""让手记住""。 学习机制：Procedural memory + Sensory learning（程序性记忆 + 感官学习）—— 传统培训依赖陈述性记忆（背流程 / 背话术），本玩法切换到程序性记忆。",explicit_play_card,direct_quote,domain_general,KP-training_unit-sop-asmr-procedural-memory
EV-KP-training_unit-talent-showcase-rescue-not-show-off,Q2-内容类型种子/talent_showcase-交付物-v0.1.md,§A + §C C3-1 + §B9,"观众看完不只是""你很厉害""，而是""你的能力有个性、有温度、能留下你这个人""——感到能力可信、可持续，并愿意把你当作""值得追随的人"" 不说""我会什么""，而拍""今天遇到一个小问题，我的才艺刚好派上用场"" 观众最后会自然得出结论：""这人真有两下子""——接住的是有用、有温度的能力 打破""才艺展示必须正面炫技""的套路 才艺作为社交媒介 ≠ 展示标签；才艺作为救场工具 ≠ 炫技；才艺作为关系外溢 ≠ 个人封闭",explicit_business_decision,direct_quote,domain_general,KP-training_unit-talent-showcase-rescue-not-show-off
EV-KP-product_attribute-content-type-north-star-emotion-expression,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§A + §C1 + §B5,"A. 北极星：观众看完后，心里不是""这句话真会写""，而是""这感觉你居然也知道""—— 不是一个结论被砸下来，而是一个没说出口的感受被轻轻接住。我被看见了， 我愿意把自己的情绪也放出来（点赞 / 评论 / 转发 / 收藏），我对这个人 / 这个品牌产生了更深层的情感连接。 通用类compass：情绪资产（Emotional assets）—— 情绪共鸣内容矩阵是品牌留存与溢价的底层设计。 C1-2 备注：Barnum effect（巴纳姆效应）——""模糊的情绪陈述让所有人都觉得是在说自己""是典型 AI 批量生产陷阱。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-emotion-expression
