evidence_id,source_md,source_anchor,evidence_quote,source_type,inference_level,brand_layer,source_pack_id
EV-KP-product_attribute-content-type-north-star-process-trace,Q2-内容类型种子/process_trace-交付物-v0.1.md,§A + §C1 + §E + 与 product_journey 边界,"A. 北极星：观众看完不只是""知道工艺步骤""，而是""我愿意相信你没有骗我""—— 对""这件衣服为什么值得被认真对待""产生身体层面的理解， 甚至觉得：原来品质不是一句话，是一连串不能偷懒的动作。 C1-3 备注：手机时代的可信往往来自""原生、可触达""，而非豪华制作。 E6：把溯源拍成广告大片——越精致越不透明。 最核心反套路：反""走进工厂的宣传片""。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-process-trace
EV-KP-product_attribute-content-type-north-star-product-copy-general,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§A + §C1 + §E + α 改良版专章,"A. 北极星：观众看完后，不是""知道这件衣服的参数""，而是 ""在脑子里提前穿过一次、犹豫过一次、相信过一次""——文字和视觉一起把 ta 带进了一个 具体的身体感受和使用时刻，ta 愿意把它加入自己的生活。 特殊形态标记：本 CT 是文案型 ContentType，不是视频型——玩法卡的「30 秒分镜参考」字段按 α 改良版语义扩展，读作「文案执行骨架」。 compass §3：AI 工具正在放大模板问题——以规模生产""高端大气上档次""通用文案——这正是笛语必须用不同方式解决的问题。 F 核心判断：禁止生成命中 §E 任一条的文案——这是用负面清单约束 AI 的典型用法。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-product-copy-general
EV-KP-product_attribute-content-type-north-star-product-journey,Q2-内容类型种子/product_journey-交付物-v0.1.md,§A + §C1 + §E + 与 process_trace 边界,"A. 北极星：观众看完不是""这是一件突然出现在货架上的衣服""，而是 ""这是一段被反复推敲、被试错、被等待过的东西——我理解它为什么长这样，并愿意为这个价值付费""。 最核心反套路：反""从草图到成品的爽片""。独占价值：差一点做成别的样子——判断轨迹。 compass：从""线性流水账""到""一粒纽扣的旅程""——微物叙事比全景叙事更有冲击力。 C3-1 备注：把产品从""灵感结果""还原成""带冲突的选择过程""。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-product-journey
EV-KP-product_attribute-content-type-north-star-product-review,Q2-内容类型种子/product_review-交付物-v0.1.md,§A 北极星 + §C1 + §双角色标签机制,"A. 北极星：观众看完后，不是""知道这件衣服有什么参数""，而是 ""我已经在脑子里提前穿过一次、犹豫过一次、相信过一次""—— 风险已经看清、信任已经建立、购买决策的心理阻力已经被消解。 通用类deep-research-report.md：我已经把风险看清了 / 值不值 / 怎么买最不踩坑 / 我也愿意相信这个人。 C1 全档默认禁用：转圈念优缺点 / 7 秒换装快剪 / 开箱即结论。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-product-review
EV-KP-product_attribute-pcg-five-voice-archetypes,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§B8 + §G G2 + §D,"B8 声音原型（voice archetypes）—— 来自 compass 的关键概念： 主理人叙事体（""我做这件衣服时在想..."" 第一人称 / 有创始人性格） 诗意留白体（NEIWAI 风 / 高留白 + 克制比喻） 工艺叙述体（远家 YUANJIA 风 / 技术术语 + 朴素表达） 反讽诚实体（Fashion Brand Company / Reformation 风 / 把缺点先说出口） 判断同盟体（Patagonia ""Don't Buy This Jacket"" 风 / 反向命令 + 价值观） G2 用户裁决：5 种声音原型矩阵升级为共享层 §H.3 5 Voice Archet",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-pcg-five-voice-archetypes
EV-KP-styling_rule-daily-fragment-no-face-traces,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-2,"C3-2：整条内容不拍脸，只拍生活留下的痕迹：椅背上的外套、刚摘下的耳环、收银台边的一杯水、 试衣间地上的纸袋、回家后放下的钥匙、洗过的衬衫在窗边滴水。 观众不会觉得""信息不足""，反而更想靠近，因为人是通过痕迹出现的——接住一种更私密、更可信的存在感。 服装天然是最容易留下痕迹的物件：衣架上的空位、刚脱下的针织、试穿留下的褶皱。 打破""日常碎片必须有自拍和本人出镜""的套路。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-daily-fragment-no-face-traces
EV-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§C3-1 + §A + §D,"C3-1：镜头从回家开始。主角一句话不说，只是把外套从肩上慢慢脱下来 / 搭在椅背上 / 过一会儿又拿起来抱在怀里坐着。背景只有电饭煲跳闸声 / 楼下车声 / 微信提示音但不看。 字幕极少，只在最后出现一行：""今天没有崩溃，只是一直没空掉下来。"" 这时候那件衣服不是商品也不是穿搭，而是""今天所有没被接住的情绪容器""。 服装行业钩子⭐⭐⭐⭐⭐：服装是情绪载体而非主角商品——这是服装行业独占的""让衣服替主人活着""的叙事空间。 §D：❌ ""这件针织很温柔"" → ✅ ""有些人会把外套留在你椅背上""。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-emotion-expression-clothes-as-emotion-vessel
EV-KP-styling_rule-ootd-clothes-remember-today,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§C3-3,"C3-3：从拍""穿上它""改成拍""它怎么被今天留下痕迹""：早上平整的裤线到下午坐久后的褶皱； 刚出门时笔挺的衬衫到晚上领口松掉一点；包带在肩上压出的痕迹；牛仔裤膝盖处的弯曲。 最后把衣服挂起来，OOTD 才真正完整。 服装行业钩子⭐⭐⭐：对服装品牌极有杀伤力——天然把""耐看、耐穿、会呼吸""这类隐性价值拍出来。 打破""OOTD 只拍穿上那一刻""的套路。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-ootd-clothes-remember-today
EV-KP-styling_rule-pcg-moment-over-category,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§C3-1 + §G G3 + §C3-4,"C3-1 一句话定义：整张海报或详情页首屏，不写""亚麻衬衫""，而写 ""下午 5:40，下楼拿外卖时你懒得换衣服，也不想看起来像刚睡醒""。 服装行业钩子：⭐⭐⭐⭐⭐ 服装是最适合按""时刻""卖的品类—— 服装服务的是人进入社会场景的瞬间 / 其他品类没有这种""时刻 - 商品""的天然绑定。 备注：打破""先给品类名再给卖点的电商惯性 / 先给生活入口再给产品解释""。 G3 用户裁决：接客场景首屏允许""延迟揭示""作为一种表达叙事形式 / 不强制首屏必须给品类名。",explicit_business_decision,direct_quote,domain_general,KP-styling_rule-pcg-moment-over-category
EV-KP-styling_rule-process-trace-rejected-garment,Q2-内容类型种子/process_trace-交付物-v0.1.md,§C3-3 + §E5 + §B9,"C3-3 一句话定义：大多数品牌只愿意拍""合格品""，但真正能建立信任的， 是拍那件被拦下来的衣服。 北极星映射：认真不是把好的拿出来炫，而是把""不够好的""挡在外面——接住品牌的边界感。 服装行业钩子：⭐⭐⭐⭐ 服装行业极适合用""被拒绝的成衣""做内容——观众很少被允许看到这个环节。 备注：打破工艺内容永远只展示""漂亮流程""的套路，用淘汰建立信任。 B9：被拦下的衣服 = 品牌的边界感（知道什么不该被卖出去）。 E5：只展示完美流程，不展示任何被否决、被返工、被拦下的东西。",explicit_business_decision,direct_quote,domain_general,KP-styling_rule-process-trace-rejected-garment
EV-KP-styling_rule-process-trace-single-hard-fake-step,Q2-内容类型种子/process_trace-交付物-v0.1.md,§C2-1 + §D 角度 1,"C2-1 一句话定义：不试图拍全流程，而只拍一个最容易看出真假的节点。 服装行业钩子：⭐⭐⭐⭐ 服装行业最适合做""难伪装步骤""——对花 / 缝线 / 回弹 / 肩线 / 收口都是品质差异集中爆发的节点。 备注：compass 特别指出""knowing is the new owning""——年轻观众着迷的， 不只是""知道在哪做""，而是""知道怎么做、为什么这样做""。 §D 角度 1：最有爆相的方向不是全流程旅游片，而是对花、回弹、拦货、不可逆动作前的停顿——单点深拍比全流程更有说服力。",explicit_business_decision,direct_quote,domain_general,KP-styling_rule-process-trace-single-hard-fake-step
EV-KP-styling_rule-product-journey-sample-version-tree,Q2-内容类型种子/product_journey-交付物-v0.1.md,§C2-1 + §C3-1 + §B9 + §D,"C2-1 北极星映射：让产品从""灵感结果""变成""判断轨迹""——轨迹比结论更有说服力。 服装行业钩子：⭐⭐⭐ 服装是最适合做""版本树""的行业——每次微调都肉眼可见。 备注：Instagram 上 sample day / sample unboxing / founder diaries / from sketch to sample 都在证明 观众愿意看""产品并不是一次做对""的过程。 B9：样衣 = 判断轨迹 / 差一点做成别的样子。 §D 角度 1：让观众看到差一点做成别的样子——这是其他行业很少能做的""判断轨迹""展示。",explicit_business_decision,direct_quote,domain_general,KP-styling_rule-product-journey-sample-version-tree
EV-KP-training_unit-knowledge-not-teacher-but-event,Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,§C3-1 + §B9 + §D,"C3-1 北极星映射：观众接住的是""啊，这个错误我也会犯""，于是愿意继续看—— 知识不是老师在讲，而是事故在发言。 服装非常适合错误教学：错误搭配、错误面料认知、错误洗护、错误版型选择。 打破""知识内容必须正确、完整、体面地铺陈""的套路。 §D 角度 2：错误教学——服装行业错误案例（错搭/错洗护/错版型）库存极大。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-knowledge-not-teacher-but-event
EV-KP-training_unit-product-review-anti-filter-pledge,Q2-内容类型种子/product_review-交付物-v0.1.md,§C2-1 + §C1-3 备注 + §B5,"C2-1 备注：""反滤镜宣言""是进阶测评的信任地基—— 原相机 / 自然光 / 不拉腿 / 不美颜四项自述一旦缺失， 下面的所有体感测评都失去可信度。 C1-3 备注：部分穿搭测评账号甚至在口播里反复强调""原相机 / 不拉腿 / 不美颜""—— 恰恰说明""造假""已是行业默认怀疑，对照表式测评最容易触发这种怀疑。 C1-1 备注：Interface Fashion 报告——MCN 管理的测评博主造成严重内容同质化。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-product-review-anti-filter-pledge
EV-KP-styling_rule-product-journey-vs-process-trace-boundary,Q2-内容类型种子/product_journey-交付物-v0.1.md,§与 process_trace 的边界,"product_journey（本文件）和 process_trace（工艺溯源）在服装行业容易混淆。边界如下： - 叙事重心：设计决策的历程 vs 生产工艺的可验证 - 北极星：这件衣服不是突然出现在货架上的 vs 我愿意相信你没有骗我 - 时间：从灵感到上市的完整判断链 vs 从原料到成衣的物理变化链 - 关键证据：失败样衣 / 改版纸条 / 样衣对比 vs 面料测试 / 缝线特写 / 车间实况 - 最核心反套路：反""从草图到成品的爽片"" vs 反""走进工厂的宣传片"" 生活化例子：讲""我们为什么把袖口改了 5 次""→ product_journey； 讲""这块纯棉面料如何经过 3 次水洗仍",explicit_business_decision,direct_quote,domain_general,KP-styling_rule-product-journey-vs-process-trace-boundary
EV-KP-product_attribute-compatibility-matrix-two-layer-truth-source,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§1.1 + §1.2 + §9.1,"一层真源 + 一层派生视图。 真源层：(:Persona)-[:COMPATIBLE_WITH {support, risk, reason}]->(:ContentType)。 平台维度：承接 Q3 (:System)-[:SUPPORTS_PLATFORM {tier}]->(:PlatformTone / :PrivateOutletChannel)， 不新建 ContentType × Platform 或 Persona × Platform 关系边。 派生视图层：Persona × ContentType × Platform/Channel，由真源层 + Q3 真源临时组合计算，",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-compatibility-matrix-two-layer-truth-source
EV-KP-product_attribute-compatibility-edge-support-risk-reason-shell,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§2.1 + §2.2 + §2.3 + §9.2,"support: now | enhanced | custom | unsupported risk: low | medium | high reason: string，可选（当 support != ""now"" 时建议说明原因） now=默认可用 / enhanced=补充配置后可用 / custom=品牌级 / 特殊场景 / unsupported=不建议 low=常规风险可默认放行 / medium=表达偏差或风格偏移建议提示 / high=品牌/真实性/平台错位风险高不应默认放行",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-compatibility-edge-support-risk-reason-shell
EV-KP-product_attribute-compatibility-derived-view-combination-formula,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§6.1 + §6.2 + §6.3 + §七,support=now × tier=P0_native → 默认可用 support=now × tier=P1_light_adapt → 补充配置后可用 support=enhanced × tier=P0_native → 补充配置后可用 support=enhanced × tier=P1_light_adapt → 补充配置后可用 support=custom × 任意 tier → 品牌级 / 特殊场景 support=unsupported × 任意 tier → 不建议 任意 support × tier=P2_cross_post_only → 补充配置后可用（转发提示） ,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-compatibility-derived-view-combination-formula
EV-KP-product_attribute-compat-matrix-truth-source-layering,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§1.1 + §1.2 + §9.1,"一层真源 + 一层派生视图。 真源层：(:Persona)-[:COMPATIBLE_WITH {support, risk, reason}]->(:ContentType) 平台维度：承接 Q3 (:System)-[:SUPPORTS_PLATFORM {tier}]->(:PlatformTone / :PrivateOutletChannel)， 不新建 ContentType × Platform 或 Persona × Platform 关系边。 派生视图层：Persona × ContentType × Platform/Channel，由真源层 + Q3 真源临时组合计算，不",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-compat-matrix-truth-source-layering
EV-KP-product_attribute-platform-tone-vs-private-outlet-channel-parallel,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§1.3 + §3.3,"1.3：公域分发位（有算法分发）→ PlatformTone / 私域出口位（无算法分发，靠强关系链）→ PrivateOutletChannel； ""平台""是描述性统称，不是新引入的实体类型，不写入图谱。具体对象仍以 Q3 真源中的 PlatformTone / PrivateOutletChannel 两个并列实体为准。 3.3：在服装零售实际场景里，sales_associate 挂接 styling_advisor 以后，最核心的分发战场之一不是只有公域平台， 而是：朋友圈 / 微信群 / 私信触达 / 一对一转发；如果 Q4 兼容矩阵只覆盖公域平台，就会把导购这条最强转化链路从系统视",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-platform-tone-vs-private-outlet-channel-parallel
EV-KP-service_judgment-derived-view-risk-inherits-from-source-edge,Q4-人设种子/phase-3-Q4-Persona-ContentType-Platform兼容矩阵.md,§6.1 第4步 + §6.3 示例2,"6.1 派生公式（冻结建议）第 4 步：最终展示档的风险位继承真源层的 risk。 6.3 示例 2：风险来自人设 × 内容组合，平台无法挽救 —— product_professional × humor_content = support: custom, risk: high； 抖音 = tier: P0_native；派生结果：即使平台 tier=P0_native，因为 support=custom → 品牌级 / 特殊场景； 风险继承为 high。业务解释：问题不在平台，而在""专业人设 × 幽默表达""的角色错位风险。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-derived-view-risk-inherits-from-source-edge
EV-KP-service_judgment-product-review-concerns-clearance-on-spot,Q2-内容类型种子/product_review-交付物-v0.1.md,§C3-2 + 备注 + 北极星 + B5,"C3-2：整条视频只讲犹豫点——这件白衬衫我本来怕透 / 这条裤子我本来怕显胯 / 这件针织我本来怕扎。 每个""怕""都给一个小测试：窗边逆光看透不透 / 侧身站着看胯 / 手臂贴脸颊看扎不扎。 前 20 秒都没有说""好""，只是一直验证""原来没我想的那么糟""。 最后留一句""如果你和我怕的是同几件事，这件可以进试衣间""。 备注·接客场景的专属用法：店员站在店内顾客旁边，拿出同款现场做 3 个顾虑测试—— 顾客""我怕这个肩太硬""→ 店员让她侧身在镜前看 2 秒 → 真实反馈。 这是笛语在接客场景下最强的转化工具。 服装钩子：消费者真正卡住的就是透/勒/皱/闷/短/显壮/难搭——服装独有的""心理阻力图",explicit_play_card,direct_quote,domain_general,KP-service_judgment-product-review-concerns-clearance-on-spot
EV-KP-styling_rule-behind-scenes-parallel-split-screen,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C3-2,"C3-2：剪映里做最简单的分屏：左边放最终看起来很顺的那 1 秒；右边放这 1 秒外面发生了什么。 比如左边是模特优雅转身，右边是有人蹲在地上帮忙拉裙摆、有人举手机当补光、有人喊""等一下风来了""。 不是在""曝光狼狈""，而是在让观众同时看见品牌的体面和体面背后的笨拙努力—— 接住""所谓好看，是很多普通人一起托出来的""。 服装拍摄、上新、门店内容都特别适合做这个——""画面内优雅/画面外救火""的反差天然强。 备注：与 event_documentary C3-3 ""后台手忙脚乱 vs 台前只拍半个结果"" 的区别： event 版是错位展示（台前半个+后台完整），本玩法是同步并置（分屏同时呈现）。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-behind-scenes-parallel-split-screen
EV-KP-styling_rule-behind-scenes-store-soundprint,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C3-4,"C3-4：全片不靠画面热闹，只用""店的声音""：卷帘门、门铃、衣架、扫码、剪吊牌、熨烫蒸汽、 纸袋摩擦、试衣间门、拉链、关灯。画面只给极近景，像在听一座小型装置艺术。 服装行业声音密度高且独特——声纹能变成品牌识别资产。 备注：本卡聚焦空间声纹而非工作动作 / 材质本身。ASMR 家族 7 entries 跨 6 个 ContentType。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-behind-scenes-store-soundprint
EV-KP-styling_rule-daily-fragment-fixed-corner-time-fold,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-1,"C3-1：手机放在同一个角度，连续 5-7 天拍某个固定时刻：回家推门进来的 5 秒、 店里开灯前的 10 秒、晚上脱鞋坐下的 6 秒。没有""大事""，但每天动作、穿着、包的摆放、 表情、进门速度都不一样。 服装会自然成为时间变化的证据：同一个人这几天为什么穿得更松、更紧、更轻、更硬。 打破""碎片必须多地点、多画面、多切换""的套路。 🏷️ 玩法分级：long_term —— 需 5-7 天连续素材 / 单次拍摄合规 / 系列需长期运营。 与 personal_vlog 差别：连续性——前者有""一天的连续感""，daily_fragment 是""不连续的瞬间集合""。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-daily-fragment-fixed-corner-time-fold
EV-KP-styling_rule-daily-fragment-sensory-sort-not-time,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-3,"C3-3：从""今天最软的东西""开始：袖口、蒸汽、头发、傍晚光； 然后是""今天最吵的东西""：拉链、地铁、店门、手机震动；最后是""今天终于安静的那一秒""。 观众接住的是体感，而不是行程。 服装钩子：布料本来就有触感和声音，非常适合做体感排序。 打破""碎片内容一定是时间顺序""的套路。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-daily-fragment-sensory-sort-not-time
EV-KP-styling_rule-daily-fragment-single-chair-time-fold,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-5,"C3-5：手机固定拍一把椅子或店里的试衣凳。早上椅子上是一件外套；中午是一杯喝到一半的咖啡； 傍晚是一只购物袋；夜里是一盏小灯照着空椅子。每次出现你都只露出手：把东西放下、停两秒、又拿走。 观众不会看到你的行程，但会在脑子里补完""你的一天""——接住""我也有一把椅子装着我的一天""。 服装钩子：服装作为""情绪载体""出现（外套 = 出门的勇气）——极适合做品牌的温柔叙事。 打破""碎片必须多地点""，用单地点做时间结构。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-daily-fragment-single-chair-time-fold
EV-KP-styling_rule-ootd-micro-suspense-decision-chain,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§C3-4 + §C1-3,"C3-4：开头 2 秒只露出袖口，上面有一粒很小的线头。字幕：""今天我为什么换了三次衣服？""（不解释）。 手机震动 → 你换成第二套；店里镜前发现第二套会走光 → 换第三套。 全片不说""显瘦显高""，只让观众跟着你解决真实问题。 服装钩子：品牌卖点被转译为""解决场景问题""（不走光 / 好活动 / 不闷热）——比参数更有说服力。 打破""穿搭=展示""，把穿搭拍成""决策过程""。 C1-3 备注：抖音巨量引擎 2024 报告——一旦系统化就意味着烂大街。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-ootd-micro-suspense-decision-chain
EV-KP-styling_rule-ootd-route-fitness-not-display,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§C3-1 + §E3/E4 + §D,"C3-1：不是站镜前展示，而是跟着这套衣服走完整条路线：早上骑车为什么外套要能挡风、 进店为什么要能卷袖子、下午试衣时为什么鞋子不能太累、晚上和朋友见面为什么把头发放下后这套突然更松。 服装行业最该狠狠干的一条路——把 OOTD 从""展示搭配""升级成""展示生活适配""。 E3：用""显瘦/高级/氛围感""这种空词顶替真正的体感和场景。 E4：满屏 SKU 字幕、像报菜名。 服装行业最大的未开发空间，不是继续卷""搭配公式""，而是把穿搭拍成：路线、功能、身份、关系、时间痕迹。",explicit_play_card,direct_quote,domain_general,KP-styling_rule-ootd-route-fitness-not-display
EV-KP-training_unit-behind-scenes-near-disaster-narrative,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§C2-1 + §E5,"C2-1：不是把所有幕后碎片都塞进来，而是抓住一个差点翻车的点： 光线不对、模特迟到、衣服没熨平、店里突然来客、拍到一半下雨。 ""有问题，才有戏""——幕后不是素材残渣，而是解决问题的过程。 观众获得""参与感""，并理解品牌为什么这样呈现。 E5 红线：""故意制造幕后冲突""来博眼球——会让观众觉得你在演戏。",explicit_play_card,direct_quote,domain_general,KP-training_unit-behind-scenes-near-disaster-narrative
EV-KP-training_unit-ootd-anti-hard-ad-discipline,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§E3 + §E4 + §E6 + 与试点版差异 + 北极星,"E3：用""显瘦/高级/氛围感""这种空词顶替真正的体感和场景。 E4：满屏 SKU 字幕、像报菜名。 E6：把 OOTD 拍成赤裸硬广（强口播购买指令）。 与试点版差异：商业化风险最高—OOTD 是最容易滑向""硬广 / 种草""的 ContentType， 需要最强的红线约束。 北极星：观众接住的不是 SKU，而是审美与品牌的长期记忆。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-ootd-anti-hard-ad-discipline
EV-KP-service_judgment-product-review-tactile-court-three-piece-compare,Q2-内容类型种子/product_review-交付物-v0.1.md,§C3-3 + 备注 + 共享引擎 #11,"C3-3：镜头固定在桌面俯拍，整条视频几乎不说话——只有衣料摩擦/拉伸/扣子碰撞/拉链""咔哒""声。 你像""法官""一样把同类三件衣服摆成三份""证据""：同为白 T / 同为卫衣 / 同为西装裤。 三段测试（回弹/抬手/贴麦声音）后给一句裁决：""如果你讨厌起球，今天只选 2 号""。 服装钩子：服装在这里是""声音媒介+触觉媒介""——最适合讲面料/工艺/辅料差异 （尤其是""看起来差不多但价格差很大""的品类）。 备注·接客场景最强用法：店内两个犹豫的客人选两件相似品，店员现场做 30 秒触感法庭—— 声音和触感胜过一切口播，这是店内最强转化工具。 调用共享引擎 #11 ASMR 感官沉浸。",explicit_play_card,direct_quote,domain_general,KP-service_judgment-product-review-tactile-court-three-piece-compare
EV-KP-training_unit-product-review-fabric-detective-spec-party,Q2-内容类型种子/product_review-交付物-v0.1.md,§C2-3 + 备注 + §D 角度二,"C2-3：不从""显瘦/百搭""入手，而从""你买到的到底是什么""入手—— 成分/织法/克重手感/易皱程度/起球风险/缩水风险。翻开洗标、讲面料成分、做揉搓回弹测试、讲工艺细节。 把测评从""审美意见""切换到""信息服务""——降低了""你只是身材好所以好看""的反感点； 科普表达更不怕""没口才""，更适配普通人。 服装钩子：服装行业独占优势——服装是可被微观拆解的商品。 备注：这个玩法对不擅长口播的创作者特别友好——术语可以写在字幕里，不需要镜头前滔滔不绝。 §D 角度二：面料/工艺/辅料的微观叙事——把这些拍成可验证证据链是其他品类无法复制的内容护城河。",explicit_play_card,direct_quote,domain_general,KP-training_unit-product-review-fabric-detective-spec-party
